Packing Type	Packaging Title	Qty	G.W.	N.W.	Item Code
12 X 165 GM	CLP-SWAD(12X 165 GM) --- KADVA NEEM POWDER	12	2.400	1.980	05117961056
12 X 165 GM	CLP-SWAD(12X 165 GM) --- KADVA NEEM POWDER	12	2.400	1.980	05117961056
10 X 4 LBS	KC-SWAD(10 X 4 LBS) --- KALA CHANA	10	18.830	18.160	05117910126
10 X 4 LBS	KC-SWAD(10 X 4 LBS) --- KALA CHANA	10	18.830	18.160	05117910126
10 X 4 LBS	KC-SWAD(10 X 4 LBS) --- KALA CHANA	10	18.830	18.160	05117910126
10 X 4 LBS	KC-SWAD(10 X 4 LBS) --- KALA CHANA	10	18.830	18.160	05117910126
16 X 2 LBS	KCB-SWAD(16 X 2 LBS) --- KALA CHANA BESAN	16	15.304	14.528	890187661090
16 X 2 LBS	KCB-SWAD(16 X 2 LBS) --- KALA CHANA BESAN	16	15.304	14.528	890187661090
10 X 4 LBS	KCB-SWAD(10 X 4 LBS) --- KALA CHANA BESAN	10	18.820	18.160	05117917055
10 X 4 LBS	KCB-SWAD(10 X 4 LBS) --- KALA CHANA BESAN	10	18.820	18.160	05117917055
12 X 150 GM	KJP-SWAD(12X150 GM) --- KALA JAMUN POWDER	12	2.430	1.800	05117998075
12 X 150 GM	KJP-SWAD(12X150 GM) --- KALA JAMUN POWDER	12	2.430	1.800	05117998075
20 X 100 GM	KJ-SWAD(20 X 100 GM) --- KALI JEERI	20	2.200	2.000	05117934842
20 X 100 GM	KJ-SWAD(20 X 100 GM) --- KALI JEERI	20	2.200	2.000	05117934842
20 X 200 GM	KL-SWAD(20 X 200 GM) --- KALONJI	20	4.380	4.000	05117932350
20 X 200 GM	KL-SWAD(20 X 200 GM) --- KALONJI	20	4.380	4.000	05117932350
20 X 100 GM	KK-SWAD(20 X 100 GM) --- KAMAL KAKDI	20	2.200	2.000	05117998054
20 X 100 GM	KK-SWAD(20 X 100 GM) --- KAMAL KAKDI	20	2.200	2.000	05117998054
20 X 100 GM	K-SWAD(20 X 100 GM) --- KAMARKAS	20	2.250	2.000	05117999014
20 X 100 GM	K-SWAD(20 X 100 GM) --- KAMARKAS	20	2.250	2.000	05117999014
12 X 150 GM	KLP-SWAD(12X 150 GM) --- KARELA POWDER	12	2.220	1.800	05117998030
12 X 150 GM	KLP-SWAD(12X 150 GM) --- KARELA POWDER	12	2.220	1.800	05117998030
40 X 100 GM	KM-SWAD(40 X 100 GM) --- KASURI METHI	40	6.388	4.000	05117936198
40 X 100 GM	KM-SWAD(40 X 100 GM) --- KASURI METHI	40	6.388	4.000	05117936198
6 X 1 KG	KM-SWAD(6 X 1 KG) --- KASURI METHI	6	7.300	6.000	05117936260
6 X 1 KG	KM-SWAD(6 X 1 KG) --- KASURI METHI	6	7.300	6.000	05117936260
20 X 200 GM	KG-SWAD(20 X 200 GM) --- KATIRA GUM	20	4.435	4.000	05117932455
20 X 200 GM	KG-SWAD(20 X 200 GM) --- KATIRA GUM	20	4.435	4.000	05117932455
20 X 400 GM	KS-SWAD(20 X 400 GM) --- KHADA SAKAR	20	8.500	8.000	05117911000
20 X 400 GM	KS-SWAD(20 X 400 GM) --- KHADA SAKAR	20	8.500	8.000	05117911000
10 X 400 GM	KJ-SWAD(10 X 400 GM) --- KHARI JEERA	10	4.580	4.000	05117930356
10 X 400 GM	KJ-SWAD(10 X 400 GM) --- KHARI JEERA	10	4.580	4.000	05117930356
10 X 400 GM	KM-SWAD(10 X 400 GM) --- KHARI MASALA	10	4.580	4.000	05117930354
10 X 400 GM	KM-SWAD(10 X 400 GM) --- KHARI MASALA	10	4.580	4.000	05117930354
10 X 400 GM	KP-SWAD(10 X 400 GM) --- KHARI PLAIN	10	4.530	4.000	05117930353
10 X 400 GM	KP-SWAD(10 X 400 GM) --- KHARI PLAIN	10	4.530	4.000	05117930353
20 X 2 LBS	KBD-SWAD(20 X 2 LBS) --- KIDNEY BEANS DARK	20	18.882	18.160	05117910135
20 X 2 LBS	KBD-SWAD(20 X 2 LBS) --- KIDNEY BEANS DARK	20	18.882	18.160	05117910135
10 X 4 LBS	KBD-SWAD(10 X 4 LBS) --- KIDNEY BEANS DARK	10	18.830	18.160	05117910142
10 X 4 LBS	KBD-SWAD(10 X 4 LBS) --- KIDNEY BEANS DARK	10	18.830	18.160	05117910142
20 X 200 GM	KBD-SWA(20 X 200 GM) --- KOKUM BLACK DRY	20	4.427	4.000	05117961091
20 X 200 GM	KBD-SWA(20 X 200 GM) --- KOKUM BLACK DRY	20	4.427	4.000	05117961091
20 X 200 GM	KBW-SWA(20 X 200 GM) --- KOKUM BLACK WET	20	4.440	4.000	05117961089
20 X 200 GM	KBW-SWA(20 X 200 GM) --- KOKUM BLACK WET	20	4.440	4.000	05117961089
20 X 100 GM	KW-SWAD(20 X 100 GM) --- KOKUM WHITE	20	2.440	2.000	05117932400
20 X 100 GM	KW-SWAD(20 X 100 GM) --- KOKUM WHITE	20	2.440	2.000	05117932400
10 X 10 X 100 GM	KT-SWAD(10X10X100GM) --- KOLHAPURI THECHA	100	11.192	10.000	05117936695
10 X 10 X 100 GM	KT-SWAD(10X10X100GM) --- KOLHAPURI THECHA	100	11.192	10.000	05117936695
16 X 2 LBS	LB-SWAD(16 X 2 LBS) --- LADU BESAN	16	15.252	14.528	05117917290
16 X 2 LBS	LB-SWAD(16 X 2 LBS) --- LADU BESAN	16	15.252	14.528	05117917290
10 X 4 LBS	LF-SWAD(10 X 4 LBS) --- LADU BESAN	10	18.760	18.160	05117917349
10 X 4 LBS	LF-SWAD(10 X 4 LBS) --- LADU BESAN	10	18.760	18.160	05117917349
12 X 500 GM	LP-ALL(12 X 500 GM) --- LIME PICKLE	12	9.732	6.000	05117924210
12 X 500 GM	LP-ALL(12 X 500 GM) --- LIME PICKLE	12	9.732	6.000	05117924210
12 X 550 GM	LPW-ALL(12 X 550 GM) --- LIME PICKLE SWEET	12	10.332	6.600	05117924265
12 X 550 GM	LPW-ALL(12 X 550 GM) --- LIME PICKLE SWEET	12	10.332	6.600	05117924265
12 X 850 GM	LPS-NONG(12 X 850GM) --- LIME PICKLE SWEET (12 X 850 GM)	12	14.701	10.200	05117924310
12 X 850 GM	LPS-NONG(12 X 850GM) --- LIME PICKLE SWEET (12 X 850 GM)	12	14.701	10.200	05117924310
12 X 330 GM	CP-NY(12 X 330 GM) --- MADRAS CURRY POWDER (12 X 330 GM)	12	4.900	3.960	05117998080
12 X 330 GM	CP-NY(12 X 330 GM) --- MADRAS CURRY POWDER (12 X 330 GM)	12	4.900	3.960	05117998080
16 X 2 LBS	MF-SWAD(16 X 2 LBS) --- MAGAZ FLOUR	16	15.366	14.528	05117917303
16 X 2 LBS	MF-SWAD(16 X 2 LBS) --- MAGAZ FLOUR	16	15.366	14.528	05117917303
10 X 400 GM	MB-SWAD(10 X 400 GM)--- MAMRA	10	4.240	4.000	05117924120
10 X 400 GM	MB-SWAD(10 X 400 GM)--- MAMRA	10	4.240	4.000	05117924120
5 X 4 LBS	MB-SWAD(5 X 4 LBS) --- MAMRA	5	9.475	9.080	05117924132
5 X 4 LBS	MB-SWAD(5 X 4 LBS) --- MAMRA	5	9.475	9.080	05117924132
5 X 800 GM	MB-SWAD(5 X 800 GM) --- MAMRA	5	4.205	4.000	05117924125
5 X 800 GM	MB-SWAD(5 X 800 GM) --- MAMRA	5	4.205	4.000	05117924125
10 X 400 GM	MB-SWAD(10 X 400 GM) --- MAMRA BASMATI	10	4.240	4.000	05117924120
10 X 400 GM	MB-SWAD(10 X 400 GM) --- MAMRA BASMATI	10	4.240	4.000	05117924120
5 X 4 LBS	MB-SWAD(5 X 4 LBS) --- MAMRA BASMATI	5	9.475	9.080	05117924132
5 X 4 LBS	MB-SWAD(5 X 4 LBS) --- MAMRA BASMATI	5	9.475	9.080	05117924132
5 X 800 GM	MB-SWAD(5 X 800 GM) --- MAMRA BASMATI	5	4.205	4.000	05117924125
5 X 800 GM	MB-SWAD(5 X 800 GM) --- MAMRA BASMATI	5	4.205	4.000	05117924125
20 X 200 GM	MC-SWAD (20 X 200 GM --- MAMRA CORN	20	4.480	4.000	05117924075
10 X 200 GM	MC-SWAD (10 X 200 GM --- MAMRA CORN (CTN)	10	3.270	2.000	05117924075
20 X 200 GM	MC-SWAD (20 X 200 GM --- MAMRA CORN	20	4.480	4.000	05117924075
10 X 200 GM	MC-SWAD (10 X 200 GM --- MAMRA CORN (CTN)	10	3.270	2.000	05117924075
10 X 400 GM	MC-SWAD(10 X 400 GM) --- MAMRA CORN	10	4.390	4.000	05117924190
10 X 400 GM	MC-SWAD(10 X 400 GM) --- MAMRA CORN	10	4.390	4.000	05117924190
20 X 200 GM	MK-SWAD(20 X 200 GM) --- MAMRA KHEEL	20	4.330	4.000	05117924000
20 X 200 GM	MK-SWAD(20 X 200 GM) --- MAMRA KHEEL (CTN)	20	5.420	4.000	05117924000
20 X 200 GM	MK-SWAD(20 X 200 GM) --- MAMRA KHEEL	20	4.330	4.000	05117924000
20 X 200 GM	MK-SWAD(20 X 200 GM) --- MAMRA KHEEL (CTN)	20	5.420	4.000	05117924000
50 X 65 GM	MK-ALL(50 X 65 GM) --- MAMRA KHEEL PATASA	50	3.985	3.250	8901187661093
50 X 65 GM	MK-ALL(50 X 65 GM) --- MAMRA KHEEL PATASA	50	3.985	3.250	8901187661093
10 X 400 GM	MK-SWAD(10 X 400 GM) --- MAMRA KOLHAPURI	10	4.230	4.000	05117924006
10 X 400 GM	MK-SWAD(10 X 400 GM) --- MAMRA KOLHAPURI	10	4.230	4.000	05117924006
20 X 200 GM	MUM-SWA(20 X 200 GM) --- MAMRA MULTI GRAIN	20	4.250	4.000	05117924070
20 X 200 GM	MUM-SWA(20 X 200 GM) --- MAMRA MULTI GRAIN	20	4.250	4.000	05117924070
10 X 400 GM	MUM-SWA(10 X 400 GM) --- MAMRA MULTI GRAIN	10	4.200	4.000	05117924045
10 X 400 GM	MUM-SWA(10 X 400 GM) --- MAMRA MULTI GRAIN	10	4.200	4.000	05117924045
20 X 200 GM	MO-SWAD(20 X 200 GM) --- MAMRA OATS	20	4.263	4.000	05117924085
20 X 200 GM	MO-SWAD(20 X 200 GM) --- MAMRA OATS (CTN)	20	5.420	4.000	05117924085
20 X 200 GM	MO-SWAD(20 X 200 GM) --- MAMRA OATS	20	4.263	4.000	05117924085
20 X 200 GM	MO-SWAD(20 X 200 GM) --- MAMRA OATS (CTN)	20	5.420	4.000	05117924085
10 X 400 GM	MO-SWAD(10 X 400 GM) --- MAMRA OATS	10	4.200	4.000	05117924195
10 X 400 GM	MO-SWAD(10 X 400 GM) --- MAMRA OATS	10	4.200	4.000	05117924195
20 X 200 GM	MRA-SWA(20 X 200 GM) --- MAMRA RAGI	20	4.343	4.000	05117924065
20 X 200 GM	MRA-SWA(20 X 200 GM) --- MAMRA RAGI (CTN)	20	5.520	4.000	05117924065
20 X 200 GM	MRA-SWA(20 X 200 GM) --- MAMRA RAGI	20	4.343	4.000	05117924065
20 X 200 GM	MRA-SWA(20 X 200 GM) --- MAMRA RAGI (CTN)	20	5.520	4.000	05117924065
10 X 400 GM	MRA-SWA(10 X 400 GM) --- MAMRA RAGI	10	4.430	4.000	05117924025
10 X 400 GM	MRA-SWA(10 X 400 GM) --- MAMRA RAGI	10	4.430	4.000	05117924025
10 X 400 GM	MS-SWAD(10 X 400 GM) --- MAMRA SURTI	10	4.230	4.000	05117924005
10 X 400 GM	MS-SWAD(10 X 400 GM) --- MAMRA SURTI	10	4.230	4.000	05117924005
20 X 150 GM	MB-SWAD(20 X 150 GM) --- MANGO BAR0	20	3.360	3.000	05117930253
20 X 150 GM	MB-SWAD(20 X 150 GM) --- MANGO BAR0	20	3.360	3.000	05117930253
20 X 100 GM	MC-NY(20 X 100 GM) --- MANGO CANDY	20	2.340	2.000	05117930121
20 X 100 GM	MC-NY(20 X 100 GM) --- MANGO CANDY	20	2.340	2.000	05117930121
12 X 550 GM	MC-ALL(12 X 550 GM) --- MANGO CHHUNDO	12	10.332	6.600	05117924255
12 X 550 GM	MC-ALL(12 X 550 GM) --- MANGO CHHUNDO	12	10.332	6.600	05117924255
12 X 850 GM	MC-NONG(12 X 850 GM) --- MANGO CHHUNDO	12	14.701	10.200	05117923841
12 X 850 GM	MC-NONG(12 X 850 GM) --- MANGO CHHUNDO	12	14.701	10.200	05117924300
12 X 850 GM	MC-NONG(12 X 850 GM) --- MANGO CHHUNDO	12	14.701	10.200	05117923841
12 X 850 GM	MC-NONG(12 X 850 GM) --- MANGO CHHUNDO	12	14.701	10.200	05117924300
12 X 550 GM	MCH-ALL(12 X 550 GM) --- MANGO CHUTNEY HOT	12	10.332	6.600	05117924270
12 X 550 GM	MCH-ALL(12 X 550 GM) --- MANGO CHUTNEY HOT	12	10.332	6.600	05117924270
1 X 40 KG	MCS-ALL(1 X 40 KG) --- MANGO CHUTNEY SWEET	1	41.900	40.000	05117923989
1 X 40 KG	MCS-ALL(1 X 40 KG) --- MANGO CHUTNEY SWEET	1	41.900	40.000	05117923989
12 X 550 GM	MCS-ALL(12 X 550 GM) --- MANGO CHUTNEY SWEET	12	10.332	6.600	05117924275
12 X 550 GM	MCS-ALL(12 X 550 GM) --- MANGO CHUTNEY SWEET	12	10.332	6.600	05117924275
12 X 500 GM	MP-ALL(12 X 500 GM) --- MANGO PICKLE HOT	12	9.732	6.000	05117924215
12 X 500 GM	MP-ALL(12 X 500 GM) --- MANGO PICKLE HOT	12	9.732	6.000	05117924215
12 X 750 GM	MPH-NONG(12 X 750GM) --- MANGO PICKLE HOT	12	13.501	9.000	05117924315
12 X 750 GM	MPH-NONG(12 X 750GM) --- MANGO PICKLE HOT	12	13.501	9.000	05117924315
12 X 500 GM	MPM-ALL(12 X 500 GM) --- MANGO PICKLE MILD	12	9.732	6.000	05117924220
12 X 500 GM	MPM-ALL(12 X 500 GM) --- MANGO PICKLE MILD	12	9.732	6.000	05117924220
12 X 550 GM	MPS-ALL(12 X 550 GM) --- MANGO PICKLE SWEET	12	10.332	6.600	05117924260
12 X 550 GM	MPS-ALL(12 X 550 GM) --- MANGO PICKLE SWEET	12	10.332	6.600	05117924260
12 X 850 GM	MPS-NONG(12 X 850GM) --- MANGO PICKLE SWEET	12	14.701	10.200	05117924305
12 X 850 GM	MPS-NONG(12 X 850GM) --- MANGO PICKLE SWEET	12	14.701	10.200	05117924305
16 X 2 LBS	MTF-SWAD(16 X 2 LBS) --- MATHIYA FLOUR	16	14.850	14.528	05117917300
16 X 2 LBS	MTF-SWAD(16 X 2 LBS) --- MATHIYA FLOUR	16	14.850	14.528	05117917300
20 X 400 GM	MPBP-SW(20 X 400 GM) --- MINI PAPAD BLACK PEPPER	20	8.470	8.000	05117921290
20 X 400 GM	MPBP-SW(20 X 400 GM) --- MINI PAPAD BLACK PEPPER	20	8.470	8.000	05117921290
20 X 400 GM	MPJ-SWAD(20X 400 GM) --- MINI PAPAD JEERA	20	8.690	8.000	05117921280
20 X 400 GM	MPJ-SWAD(20X 400 GM) --- MINI PAPAD JEERA	20	8.690	8.000	05117921280
20 X 400 GM	MPP-SWAD(20X 400 GM) --- MINI PAPAD PUNJABI	20	8.690	8.000	05117921270
20 X 400 GM	MPP-SWAD(20X 400 GM) --- MINI PAPAD PUNJABI	20	8.690	8.000	05117921270
20 X 200 GM	MIX-SWAD(20 X200 GM) --- MIXED SPICES	20	4.435	4.000	05117932740
20 X 200 GM	MIX-SWAD(20 X200 GM) --- MIXED SPICES	20	4.435	4.000	05117932740
12 X 500 GM	MIX-ALL(12 X 500 GM) --- MIX PICKLE	12	9.732	6.000	05117924225
12 X 500 GM	MIX-ALL(12 X 500 GM) --- MIX PICKLE	12	9.732	6.000	05117924225
12 X 750 GM	MIX-NONG(12 X 750GM) --- MIX PICKLE	12	13.501	9.000	05117924320
12 X 750 GM	MIX-NONG(12 X 750GM) --- MIX PICKLE	12	13.501	9.000	05117924320
16 X 2 LBS	MDF-SWAD(16 X 2 LBS) --- MOONG DAL FLOUR	16	15.272	14.528	05117917306
16 X 2 LBS	MDF-SWAD(16 X 2 LBS) --- MOONG DAL FLOUR	16	15.272	14.528	05117917306
16 X 2 LBS	MGF-SWAD(16 X 2 LBS) --- MOONG FLOUR	16	15.272	14.528	05117917305
16 X 2 LBS	MGF-SWAD(16 X 2 LBS) --- MOONG FLOUR	16	15.272	14.528	05117917305
10 X 4 LBS	MS-SWAD(10 X 4 LBS) --- MOONG SPLIT	10	18.943	18.160	051179102354
10 X 4 LBS	MS-SWAD(10 X 4 LBS) --- MOONG SPLIT	10	18.943	18.160	051179102354
20 X 400 GM	MG-SWAD(20 X 400 GM) --- MUKHAWAS GREEN	20	8.512	8.000	05117939334
20 X 400 GM	MG-SWAD(20 X 400 GM) --- MUKHAWAS GREEN	20	8.512	8.000	05117939334
12 X 500 GM	MG-ALL(12 X 500 GM) --- MUKHAWAS GREEN	12	6.466	6.000	05117939590
12 X 500 GM	MG-ALL(12 X 500 GM) --- MUKHAWAS GREEN	12	6.466	6.000	05117939590
10 X 800 GM	MG-SWAD(10 X 800 GM) --- MUKHAWAS GREEN	10	8.492	8.000	05117939410
10 X 800 GM	MG-SWAD(10 X 800 GM) --- MUKHAWAS GREEN	10	8.492	8.000	05117939410
12 X 500 GM	MR-SWAD(12 X 500 GM) --- MUKHAWAS RANGEELA	12	6.466	6.000	05117939565
12 X 500 GM	MR-SWAD(12 X 500 GM) --- MUKHAWAS RANGEELA	12	6.466	6.000	05117939565
20 X 400 GM	MR-SWAD(20 X 400 GM) --- MUKHAWAS RED	20	8.512	8.000	Not Available
20 X 400 GM	MR-SWAD(20 X 400 GM) --- MUKHAWAS RED	20	8.512	8.000	Not Available
12 X 500 GM	MR-ALL(12 X 500 GM) --- MUKHAWAS RED	12	6.466	6.000	05117939585
12 X 500 GM	MR-ALL(12 X 500 GM) --- MUKHAWAS RED	12	6.466	6.000	05117939585
20 X 200 GM	MC-SWAD(20 X 200 GM) --- MUSTARD CRUSHED	20	4.380	4.000	05117932620
20 X 200 GM	MC-SWAD(20 X 200 GM) --- MUSTARD CRUSHED	20	4.380	4.000	05117932620
20 X 400 GM	MC-SWAD(20 X 400 GM) --- MUSTARD CRUSHED	20	8.500	8.000	05117932630
20 X 400 GM	MC-SWAD(20 X 400 GM) --- MUSTARD CRUSHED	20	8.500	8.000	05117932630
20 X 200 GM	MP-SWAD(20 X 200 GM) --- MUSTARD POWDER	20	4.435	4.000	05117934960
20 X 200 GM	MP-SWAD(20 X 200 GM) --- MUSTARD POWDER	20	4.435	4.000	05117934960
40 X 100 GM	MS-SWAD(40 X 100 GM) --- MUSTARD SEEDS	40	4.475	4.000	05117932666
40 X 100 GM	MS-SWAD(40 X 100 GM) --- MUSTARD SEEDS	40	4.475	4.000	05117932666
20 X 200 GM	MS-SWAD(20 X 200 GM) --- MUSTARD SEEDS	20	4.340	4.000	05117932660
20 X 200 GM	MS-SWAD(20 X 200 GM) --- MUSTARD SEEDS	20	4.340	4.000	05117932660
12 X 250 GM	MS-SWAD(12 X 250 GM) --- MUSTARD SEEDS	12	4.660	3.000	05117961032
12 X 250 GM	MS-SWAD(12 X 250 GM) --- MUSTARD SEEDS	12	4.660	3.000	05117961032
20 X 400 GM	MS-SWAD(20 X 400 GM) --- MUSTARD SEEDS	20	8.440	8.000	05117932670
12 X 400 GM	MS-NY(12 X 400 GM) --- MUSTARD SEEDS (12 X 400 GM)	12	5.800	4.800	05117998066
20 X 400 GM	MS-SWAD(20 X 400 GM) --- MUSTARD SEEDS	20	8.440	8.000	05117932670
12 X 400 GM	MS-NY(12 X 400 GM) --- MUSTARD SEEDS (12 X 400 GM)	12	5.800	4.800	05117998066
5 X 56 OZ	MS-SWAD(5 X 56 OZ) --- MUSTARD SEEDS	5	8.360	8.000	05117932681
5 X 56 OZ	MS-SWAD(5 X 56 OZ) --- MUSTARD SEEDS	5	8.360	8.000	05117932681
10 X 800 GM	MS-SWAD(10 X 800 GM) --- MUSTARD SEEDS	10	8.450	8.000	05117932675
10 X 800 GM	MS-SWAD(10 X 800 GM) --- MUSTARD SEEDS	10	8.450	8.000	05117932675
20 X 400 GM	MSS-SWAD(20 X400 GM) --- MUSTARD SEEDS SMALL	20	8.440	8.000	05117932661
20 X 400 GM	MSS-SWAD(20 X400 GM) --- MUSTARD SEEDS SMALL	20	8.440	8.000	05117932661
10 X 800 GM	MSS-SWAD(10 X800 GM) --- MUSTARD SEEDS SMALL	10	8.450	8.000	05117932676
10 X 800 GM	MSS-SWAD(10 X800 GM) --- MUSTARD SEEDS SMALL	10	8.450	8.000	05117932676
20 X 200 GM	MSY-SWAD(20 X200 GM) --- MUSTARD SEEDS YELLOW	20	4.250	4.000	05117932650
20 X 200 GM	MSY-SWAD(20 X200 GM) --- MUSTARD SEEDS YELLOW	20	4.250	4.000	05117932650
10 X 300 GM	MM-SWAD(10 X 300 GM) --- MYSORE MURMURA	10	3.200	3.000	05117924117
10 X 300 GM	MM-SWAD(10 X 300 GM) --- MYSORE MURMURA	10	3.200	3.000	05117924117
20 X 50 GM	NC-SWAD(20 X 50 GM) --- NADACHADI	20	1.320	1.000	05117999015
20 X 50 GM	NC-SWAD(20 X 50 GM) --- NADACHADI	20	1.320	1.000	05117999015
20 X 225 GM	ND-ALL(20 X 225 GM) --- NAVDHAN	20	4.935	4.500	05117910810
20 X 225 GM	ND-ALL(20 X 225 GM) --- NAVDHAN	20	4.935	4.500	05117910810
20 X 100 GM	NP-SWAD(20 X 100 GM) --- NUTMEG POWDER	20	2.310	2.000	05117934990
20 X 100 GM	NP-SWAD(20 X 100 GM) --- NUTMEG POWDER	20	2.310	2.000	05117934990
20 X 100 GM	NW-SWAD(20 X 100 GM) --- NUTMEG WHOLE	20	2.340	2.000	05117932706
20 X 100 GM	NW-SWAD(20 X 100 GM) --- NUTMEG WHOLE	20	2.340	2.000	05117932706
16 X 2 LBS	OF-SWAD(16 X 2 LBS) --- ONDHAWA FLOUR	16	15.212	14.528	05117917320
16 X 2 LBS	OF-SWAD(16 X 2 LBS) --- ONDHAWA FLOUR	16	15.212	14.528	05117917320
10 X 4 LBS	OF-SWAD(10 X 4 LBS) --- ONDHAWA FLOUR	10	18.740	18.160	05117917321
10 X 4 LBS	OF-SWAD(10 X 4 LBS) --- ONDHAWA FLOUR	10	18.740	18.160	05117917321
20 X 100 GM	PP-SWAD(20 X 100 GM) --- PAN PASAND RAVALGAON	20	2.340	2.000	05117930148
20 X 100 GM	PP-SWAD(20 X 100 GM) --- PAN PASAND RAVALGAON	20	2.340	2.000	05117930148
20 X 200 GM	PK-SWAD(20 X 200 GM) --- PAPAD KHARO	20	4.325	4.000	05117935030
20 X 200 GM	PK-SWAD(20 X 200 GM) --- PAPAD KHARO	20	4.325	4.000	05117935030
10 X 4 LBS	PBR-SWAD(10 X 4 LBS) --- PARABOILED BASMATI RICE	10	18.788	18.160	05117926230
10 X 4 LBS	PBR-SWAD(10 X 4 LBS) --- PARABOILED BASMATI RICE	10	18.788	18.160	05117926230
20 X 100 GM	PM-SWAD(20 X 100 GM) --- PHOOL MAKHANA	20	2.920	2.000	05117924134
20 X 100 GM	PM-SWAD(20 X 100 GM) --- PHOOL MAKHANA	20	2.920	2.000	05117924134
20 X 200 GM	PM-SWAD(20X 200 GM) --- PHOOL MAKHANA	20	5.188	4.000	05117924136
20 X 200 GM	PM-SWAD(20X 200 GM) --- PHOOL MAKHANA	20	5.188	4.000	05117924136
16 X 80 GM	PMCL-SW(16 X 80 GM) --- PHOOL MAKHANA CHILLI LIME	16	1.630	1.280	Not Available
16 X 80 GM	PMCL-SW(16 X 80 GM) --- PHOOL MAKHANA CHILLI LIME	16	1.630	1.280	Not Available
16 X 80 GM	PMJ-SWA(16 X 80 GM) --- PHOOL MAKHANA JELEPENO	16	1.630	1.280	Not Available
16 X 80 GM	PMJ-SWA(16 X 80 GM) --- PHOOL MAKHANA JELEPENO	16	1.630	1.280	Not Available
16 X 80 GM	PMM-SWA(16 X 80 GM) --- PHOOL MAKHANA MINT	16	1.630	1.280	Not Available
16 X 80 GM	PMM-SWA(16 X 80 GM) --- PHOOL MAKHANA MINT	16	1.630	1.280	Not Available
12 X 450 GM	PM-SWAD(12 X 450 GM) --- PICKLE MASALA HOT	12	6.400	5.400	05117998068
12 X 450 GM	PM-SWAD(12 X 450 GM) --- PICKLE MASALA HOT	12	6.400	5.400	05117998068
12 X 450 GM	PMS-SWA(12 X 450 GM) -- PICKLE MASALA SWEET	12	6.400	5.400	05117998070
12 X 450 GM	PMS-SWA(12 X 450 GM) -- PICKLE MASALA SWEET	12	6.400	5.400	05117998070
20 X 2 LBS	PD-SWAD(20 X 2 LBS) --- POHA DAGRI	20	18.860	18.160	05117924105
20 X 2 LBS	PD-SWAD(20 X 2 LBS) --- POHA DAGRI	20	18.860	18.160	05117924105
10 X 2 LBS	PHK-SWAD(10 X 2 LBS) --- POHA HAJIKHANI	10	10.378	9.080	05117924060
10 X 2 LBS	PHK-SWAD(10 X 2 LBS) --- POHA HAJIKHANI	10	10.378	9.080	05117924060
20 X 2 LBS	PR-SWAD(20 X 2 LBS) --- POHA RED	20	19.380	18.160	05117923985
20 X 2 LBS	PR-SWAD(20 X 2 LBS) --- POHA RED	20	19.380	18.160	05117923985
16 X 2 LBS	PT-SWAD(16 X 2 LBS) --- POHA THICK	16	15.492	14.528	051179240506
20 X 2 LBS	PT-SWAD(20 X 2 LBS) --- POHA THICK	20	19.440	18.160	05117924050
16 X 2 LBS	PT-SWAD(16 X 2 LBS) --- POHA THICK	16	15.492	14.528	051179240506
20 X 2 LBS	PT-SWAD(20 X 2 LBS) --- POHA THICK	20	19.440	18.160	05117924050
10 X 4 LBS	PT-SWAD(10 X 4 LBS) --- POHA THICK	10	19.320	18.160	05117924055
10 X 4 LBS	PT-SWAD(10 X 4 LBS) --- POHA THICK	10	19.320	18.160	05117924055
8 X 5 LBS	PT-SWAD(8 X 5 LBS) --- POHA THICK	8	19.200	18.160	05117979005
8 X 5 LBS	PT-SWAD(8 X 5 LBS) --- POHA THICK	8	19.200	18.160	05117979005
20 X 2 LBS	PN-SWAD(20 X 2 LBS) --- POHA THIN	20	19.440	18.160	05117924080
20 X 2 LBS	PN-SWAD(20 X 2 LBS) --- POHA THIN	20	19.440	18.160	05117924080
10 X 3 LBS	PN-SWAD(10 X 3 LBS) --- POHA THIN	10	14.555	13.620	05117924090
10 X 3 LBS	PN-SWAD(10 X 3 LBS) --- POHA THIN	10	14.555	13.620	05117924090
10 X 4 LBS	PBR-SWA(10 X 4 LBS) --- PONNI BOILED RICE	10	18.830	18.160	05117926220
10 X 4 LBS	PBR-SWA(10 X 4 LBS) --- PONNI BOILED RICE	10	18.830	18.160	05117926220
10 X 4 LBS	PRR-SWAD(10 X 4 LBS) --- PONNI RAW RICE	10	18.830	18.160	05117926215
10 X 4 LBS	PRR-SWAD(10 X 4 LBS) --- PONNI RAW RICE	10	18.830	18.160	05117926215
20 X 100 GM	PPS-SWAD(20 X100 GM) --- POPPY SEEDS	20	2.300	2.000	05117932820
20 X 100 GM	PPS-SWAD(20 X100 GM) --- POPPY SEEDS	20	2.300	2.000	05117932820
20 X 200 GM	PPS-SWAD(20 X200 GM) --- POPPY SEEDS	20	4.380	4.000	05117932830
20 X 200 GM	PPS-SWAD(20 X200 GM) --- POPPY SEEDS	20	4.380	4.000	05117932830
20 X 400 GM	PPS-SWAD(20X400 GM) --- POPPY SEEDS	20	8.533	8.000	05117932840
20 X 400 GM	PPS-SWAD(20X400 GM) --- POPPY SEEDS	20	8.533	8.000	05117932840
10 X 400 GM	PK-SWAD(10 X 400 GM) --- POTATO KATRI	10	4.765	4.000	05117999927
